v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65
.18514,.33996,.38272,2.1258,54.426,.63035,.23141,1.8423,1.1461,.62631,.23141,.68069,.13772,.23141,458.24,.79653,2.9416,.23141,.11769,23.396,1.141,.24992,.094160996,.78503,.62631,.66045,1.4567,1.3801,4.3567,.16494,.11769,72.325,5.0467,.73516,.24992,1.974,,.62631,.12711,.055636,.038633,.12711,130.64,107.25,1.469,1.7551,26.814,.21054,.10708,2.1258,.33996,.19815,2.2584,2.2584,8701.0996,.12745,.29561,.87255001,0,15.601,3.4034,63.106998,5.7838,7.0902,0
.090516,.31429,.42465,3.2071,24.874,.055652,.10528,2.1499,1.0488,.67569,.10528,.54719,.069036998,.10528,761.48,.47933,3.1818,.10528,.048246,47.339001,1.2102,.1112,.041480999,.076551,.67569,.43236,.53447,1.1089,4.4784,.059976,.048246,33.754,10.814,.3538,.1112,2.2146,2.7404,.79758,.050957002,.95864,.065997,.050957002,72.361,25.023001,.31983,1.7362,49.651,.065826,.030166,1.9633,.1924,.092477,1.7644,2.0827,12778,.046572,.13396,.95343,.1804,7.7104,14.587,32.181999,11.342,5.6981,0
.15329,.51563,.31028,1.6017,19.211,0,.19367,.93936,4.2828,.48437,.19927,.3756,.050577,.19367,868.87,.42008,1.9394,.19367,.045221999,5.1914001,3.6963,.19834,.035792001,,.46532,.34176,35.465,1.7824,3.9243,.019971,.045223001,46.271,7.8883,7.8883,.2153,4.2828,,.48437,.050271001,.89915,.077676,.046312001,30.875999,25.684,2.5165,1.4836,5.4662,.17541,.040956002,1.6017,.51563,.12677,2.7824,2.7824,2606.6001,.050271001,.31647,.95493001,0,70.309,14.211,43.945,8.3058,24.602,0
.011567,.35237,.073708,1.2583,-43.365,0,.01725,1.8379,.96593,.64763,.035235,.060445,.045621999,.01725,2918.6,.12506,2.8379,.01725,.017858,66.580002,1.1882,.034662,.011975,,.63113,.10893,1.9272,.115,3.7826,.35651001,.029580001,112.23,3.2522,2.6338,.037834,.96593,2.8837,.71104,.039168,.049375,.19105,.035884,130.36,63.783001,.065647,.64086,69.295,.007843,.0081200004,1.019,.28538,.30748,1.0105,1.1094,446.76001,.039168,.01786,.98218,.097927,5.4821,5.7226,107.84,3.3848,1.5071,0
.37336,.20718,.63383,4.0593,92.28400000000001,.33481,.37336,3.8266,2.4725,.79282,.38685,1.8021,.15609001,.37336,195.95,1.8627,4.8266,.37336,.15099999,13.578,1.5374,.38037,.15099999,,.66828,1.8627,28.207,3.9866,2.6829,.067749999,.15099999,35.967,10.148,10.148,.36999,2.4725,,.79282,.14963999,.2209,.017576,.15384001,117.4,103.82,4.0593,3.6153,15.967,.3678,.14875001,4.0593,.20718,.098539,4.9866,4.9866,305.38,.14963999,.47093,.85001999,0,26.882,3.5158,30.584999,11.934,15.552,0
.08312,.29372,.69657,3.5318,33.249,0,.10469,2.4047,2.133,.70628,.14171,.38052,.054110002,.10469,928.86,.39296,3.4047,.10469,.049082,85.109001,1.1513,.13771,.038968999,,.68562,.31951,3.7205,24.614,3.3837,.087177999,.049143001,49.755,7.3359,6.8716,.1147,2.133,,.70628,.053771999,.44181,.065961,.064560004,145.48,60.368,.16712,1.724,89.946,.12698,.059532002,3.3083,.27513,.13632,24.957,24.957,1685.4,.053771999,.11769,.95156002,0,4.2886,6.0463,47.080002,7.7528,75.371,0
-.095972,.93694,-.053287,.94312,-60.889,-.20752,-.095972,.067299,1.7905,.063055,.001863,-.10244,-.035895001,-.095972,-5321.1,-.068595,1.0673,-.095972,-.053601,50.046001,1.0768,.001864,-.053601,,-.30349,-.068595,.019047,-.45755,3.6829,.51141,-.031513002,189.78,1.9232,1.923,-.011253,1.7905,,.063055,-.0062850001,.023346,.93047,.001041,175.66,125.61,-.39093,.68107,49.733,-.029838,-.016665,.9429999999999999,.93682,.51996,.54142,.54142,-256.76001,-.0062850001,-1.522,1.0532,0,7.2933,2.9058,190.98,1.9112,15.374,0
.13033,.77424,.2107,1.2721,7.3584,0,.16487,.29159,2.7657,.22576,.20411,.21294,.060991,.16487,1675.3,.21787,1.2916,.16487,.059613001,20.731001,1.5393,.20374,.047123,,.20746,.17325,5.1921,13.99,3.4366,.25951999,.062458999,111.02,3.2877,3.2877,.22016,2.7657,,.22576,.079605997,.075137,.12435,.073665999,122.31,101.58,.82967,1.0693,22.524,.19992,.072287999,1.2721,.77424,.30416,14.99,14.99,575.75,.079605997,.57728,.94055003,0,17.606,3.5932,102.18,3.5721,183.64,0
.081442,.7012699999999999,.38696,1.6555,38.305,0,.1029,.42599,1.9797,.29873,.11496,.1743,.052269999,.1029,2473.6,.14756,1.426,.1029,.051977001,34.882999,1.357,.10609,.041138001,,.24598,.11696,8.7967,17.063,5.2778,.1251,.051978,116.16,3.1422,2.6453,.12464,1.9797,,.29873,.062959999,.76908,.21914,.053587999,96.477997,61.595001,.43046,1.335,37.226,.10551,.053295001,1.3937,.59037,.31824,13.173,13.173,73355,.062959999,.27262,.94840997,0,10.464,5.9258,108.85,3.3534,87.295,0
-.002132,.25065,.35125,2.4799,31.862,.12415,.005896,2.337,1.0637,.58577,.005896,.024839,.042381998,.005896,1674.2,.21802,3.9896,.005896,.0045719999,69.139,1.1063,.027578,-.001653,.16666,.58577,.18599,.22751,.85381,4.6293,.13751,.0045719999,71.47199999999999,5.1069,.11002,.027578,1.312,25.891,.59907,.021388,.3261,.10796,.021388,144.71001,75.573997,-.008727,1.4509,73.545,-.021174,-.016422,2.3483,.23735,.19581,1.4238,1.4562,14961,.059912998,-.003639,.94009,.022707,5.2793,4.8297,67.190002,5.4324,3.1342,0
.057271,.53364,.399,1.8664,-6.9193,.060353,.1035,.87392,1.2932,.46636,.11883,.22475,.093396999,.1035,1612.7,.22633,1.8739,.1035,.080035001,109.21,1.1208,.11718,.044287,,.27645,.1397,7.6428,2.84,4.4204,.38536999,.080177002,147.05,2.4821,2.1419,.15017,1.2932,,.46636,.11612,.14978,.13229,.090613,223.12,113.91,.14801,1.0262,123.56,.099901,.077251002,1.6106,.46051,.40289,3.3195,3.3195,10505,.11612,.12281,.92114002,0,3.3421,3.2042,129.98,2.8082,9.204800000000001,0
.13606,.29588,.47674,2.6113,70.887,.41415,.16859,2.3403,1.1551,.6924400000000001,.16859,.56979,.15735,.16859,530.29,.6883,3.3798,.16859,.13026001,74.07,1.3473,.16752,.10513,.49181,.6924400000000001,.57836,1.4951,2.0967,4.79,.12278,.13026001,96.38500000000001,3.7869,.56616,.16752,1.3013,,.6924400000000001,.12943,.46419,.048018,.12943,179.16,105.09,.5180399999999999,1.7236,85.55800000000001,.13245,.10234,2.6113,.29588,.26407,3.0453,3.0453,29394,.13427,.19649,.86572999,0,4.9278,3.4732,83.444,4.3742,5.692,0
.072197,.79244,.28691,1.4024,35.065,0,.093762,.26193,2.2096,.20756,.13134,.13149,.042433999,.093762,3084.8,.11832,1.2619,.093762,.042433999,13.667,1.2931,.13134,.032674,,.094016,.091108,3.4951,,2.6438,.32433999,.059440002,126.94,2.8753,2.5874,.15926,2.2096,36.271,.23285,.072076,.11253,.20112,.059439,151.92999,138.27,.87259,1.2863,14.729,.13134,.059439,1.2619,.71309,.34779,,,126.34,.072076,.34783,.95757002,.12184,26.706,2.6399,117.79,3.0986,,0
-.21368,.7956800000000001,.026812,1.0472,-72.43899999999999,-.29501,-.21368,.20489,.88019,.16302,-.21368,-.37589,-.15561999,-.21368,-1817.1,-.20087,1.2568,-.21368,-.20806,88.749001,.99603,-.13913,-.20806,-.29501,.16302,-.20087,-1.1924,.066248,4.9917,.73054999,-.20806,177.83,2.0526,-.17485,-.13913,1.0404,1.5209,.39023,-.13547,.081684,-.30676,-.13547,195.06,106.31,-.85569,.60788,78.116,-.19298,-.18790001,.74814,.56847,.4872,.40281,.96421,2630.1001,-.13610999,-1.3107,1.1361001,1.3937,4.1127,3.4334,202.03,1.8066,2.5376,0
.1225,.90363,.22935,1.9469,-5.294,.21896,.1225,.024442,1.0929,.022087,.1225,.50579,.089171998,.1225,1963.8,.18586,1.1066,.1225,.065041997,24.865999,1.0755,.16657,.065041997,.21896,.022087,.18586,.96655,.43399,4.0224,.45837,.065041997,51.297,7.1155,.18434,.16657,1.9548,.51892,.68352,.088440999,.68552,.14012,.088440999,59.207001,34.341,.95473,1.4171,27.176,.12112,.064310998,.52183,.2422,.14054,.041795,1.2934,2415,.084987998,5.5465,.91500998,29.947,14.679,10.629,46.937,7.7764,3.564,0
.068391,.31464,.45409,2.9334,62.134,0,.081912,2.1782,1.2157,.68536,.084641,.34876,.099978,.081912,944.89,.38629,3.1782,.081912,.067380004,71.253998,1.1934,.072113,.056258,,.5571,.34331,26.427,1.4599,3.9677,.14464,.067381002,66.583,5.4819,4.0921,-.071858,1.2157,,.68536,-.059108999,.5969100000000001,.093859,.059319001,164.75999,93.510002,.28818,1.9229,67.277,.032484,.026721001,2.1897,.23487,.18242,2.2035,2.2035,4215.7002,-.059108999,.099789,.94085997,0,5.1225,3.9033,70.518997,5.1759,3.9085,0
.16169,.59243,.40265,1.6804,-39.452,0,.20252,.68796,2.3401,.40757,.23244,.34223,.087834001,.20252,1052,.34695,1.688,.20252,.086543001,2.7816,1.3103,.22681,.069095001,,.38327,.27803,7.5817,72.29900000000001,3.3133,.25316,.086543001,102.29,3.5682,3.5642,.22859,2.3401,,.40757,.097681001,1.0408,.085922,.096923001,59.042,56.259998,9.066599999999999,1.6503,3.0827,.22379,.095632002,1.6786,.59178,.28026,73.182,73.182,828.47998,.097681999,.39672,.91425002,0,131.22,6.4877,92.302002,3.9544,420.19,0
.1262,.10931,.85953,24.884,818.92,0,.1262,8.148300000000001,.51703,.89069,.1262,3.5068,.24409001,.1262,316.14,1.1545,9.148300000000001,.1262,.24409001,0,.93901,0,.24409001,,.71013,1.1545,,8.226599999999999,3.7434,.034426998,.52626002,34.784,10.493,3.4547,.036218,.51703,,.89069,.070050001,2.5566,,0,567.25,567.25,,24.884,0,0,0,8.192500000000001,.035988,.095297,8.524800000000001,8.524800000000001,4760.2998,.26960999,.14169,.73223001,0,,.64346,25.406,14.367,4.9485,0
.12501,.40855,.37183,2.0138,-7.9209,.21389,.15688,1.4032,1.0942,.5732699999999999,.15688,.42772,.090917997,.15688,792.12,.46079,2.4477,.15688,.075764,71.736,1.3179,.16781,.060371999,.27176,.5732699999999999,.38278,.8867699999999999,1.4224,4.2097,.15682,.075764,70.742,5.1596,.41075,.16781,2.0895,7.9383,.61505,.081046,.24449,.067431,.081046,114.39,42.654999,.30718,.90425,78.491,.13643,.065890998,1.8079,.36677,.19381,2.1931,2.3529,6026.7998,.086058997,.21806,.91394001,.072877,5.0881,8.556900000000001,64.653999,5.6455,7.9211,0
.09366,.54043,.16351,1.304,-20.977,.37883,.11596,.83497,1.0647,.45124,.11596,.2156,.059909001,.11596,1432.7,.25477,1.8504,.11596,.050455999,45.632,1.1545,.15321,.040754002,.47005,.45124,.21351,.70978,.54749,4.366,.21648,.050455999,90.944,4.0135,.2835,.15321,2.3122,159.71,.45383,.066666,.0811,.10157,.066666,104.46,58.827999,.32598,.7698,48.583,.13149,.057213001,1.2978,.53783,.24916,1.5109,1.5196,3797.6001,.060752999,.20756,.93924999,.005745,7.9988,6.2045,85.417999,4.2731,7.6952,0
.13796,.73386,.25077,1.3431,-2.3289,0,.13796,.36266,1.7168,.26614,.16971,.18874,.082896002,.13796,1882.2,.19393,1.3627,.13796,.080361001,54.011002,1.0895,.16299,.080361001,,.19372,.19393,5.1347,13.717,4.2193,.18742999,.080415003,171.95,2.1228,2.1144,.16515,1.7168,1211.8,.26674,.096193999,.57297,.14618,.094940998,119.68,65.667,.5430700000000001,.99552,59.76,.15864,.092405997,1.3377,.73095,.47108,14.558,14.591,4155.3999,.096193999,.51838,.92119998,.002256,6.7579,5.5584,155.41,2.3487,93.908,0
.086244,.53789,.15571,1.2917,-5.6906,.22244,.1028,.83489,1.0849,.44908,.1028,.19254,.088380001,.1028,1600.1,.22811,1.8591,.1028,.074043997,15.602,1.3455,.093935,.062121999,.26658,.44908,.19734,.73406,.5016699999999999,5.1456,.38220999,.074043997,152.28,2.3969,.17464,.093935,1.4306,157.71,.45307,.067661002,.23141,.15534,.067661002,148.82001,133.22,1.4533,1.1805,16.927,.074032,.053325001,1.2821,.53389,.41721,1.4468,1.4597,21772,.078252003,.19205,.92175001,.008899,23.394,2.7398,140.37,2.6003,4.4727,0
-.016281,.9065800000000001,.089048,1.1054,-42.256,-.48401,-.007287,.10304,2.091,.093418,.02401,-.008625,.0054500001,-.007287,29036,.01257,1.103,-.007287,-.003485,48.097,.8706,.023415,-.0077860001,,-.48543,.00265,.74813,1.349,4.1745,.32890999,.0067460001,149.68,2.4385,2.2727,.030582,2.091,87.776,.10092,.014625,.32191,.71783,.011198,115.56,67.459999,-.059089,.77929,48.811,.004731,.002263,1.0302,.84494,.41009,1.4152,1.5289,1330.7,.014625,-.17428,1.0035,.080301,7.5888,5.4106,147.49001,2.4747,31.678,0
.11403,.47273,.41479,1.8774,21.264,0,.12804,1.1154,2.3894,.52727,.14571,.27085,.068268001,.12804,1057.8,.34506,2.1154,.12804,.053585999,43.32,1.0902,.14476,.047722001,,.48576,.31542,8.1913,3.688,3.9925,.19400001,.060757998,76.868,4.7484,4.7484,.14469,2.3894,,.52727,.060555,.020891,.08762,.060584001,134.07001,90.748001,.40209,1.2776,46.112,.10968,.045901999,1.8774,.47273,.2106,4.688,4.688,4076.8999,.060555,.21626,.94643998,0,8.425800000000001,4.0221,72.212997,5.0545,21.244,0
.25316,.35772,.56142,2.6008,-.80959,.031221,.25316,1.7955,3.257,.64228,.25801,.72187,.082020998,.25316,488.75,.7468,2.7955,.25316,.077728003,59.723999,1.1435,.2536,.077728003,,.28438,.7468,52.327,6.3887,3.4549,.060952,.078520998,43.18,8.452999999999999,8.2872,.29254,3.257,,.64228,.089817002,.55405,.044562,.077862002,80.442001,20.718,.47503,1.0812,65.618,.23962,.073568001,2.5498,.3507,.1183,7.3089,7.3089,1600.2,.089817002,.39416,.92395002,0,6.1114,17.618,39.301998,9.287100000000001,37.064,0
.53688,.13723,.6211,5.8794,298.7,.57304,.53688,6.287,1.1594,.86277,.53868,4.2178,.48637,.53688,88.82899999999999,4.109,7.287,.53688,.46307999,35.446999,1.0556,.53551,.46307999,,.86277,4.109,297.5,2.4685,3.8766,.0031260001,.46309999,73.76300000000001,4.9483,4.5899,.5295,1.1594,,.86277,.45671001,1.1147,.008132,.4619,190.94,155.49001,4.7683,4.9948,65.246,.50851,.43860999,5.4535,.12729,.20209,3.429,3.429,4674.7002,.45671001,.6222800000000001,.54073,0,10.297,2.3474,40.074001,9.1081,4.6078,0
.16382,.20033,.55697,3.7839,75.218,.35478,.20435,3.5856,1.199,.71833,.20435,1.0214,.19208001,.20435,306.72,1.19,4.9917,.20435,.16463999,79.204002,1.4217,.18972,.13198,.44233,.71833,.98772,1.8327,2.2924,4.9649,.085003003,.16463999,70.542,5.1742,.94704,.18972,1.2651,1849.1,.71859,.15286,.86613,.029432,.15286,171.67,92.462997,.60823,2.4377,94.962,.15567,.12542,3.7789,.20007,.19327,2.9565,2.9576,51377,.16594,.22805,.83406001,.000367,4.6084,3.9475,58.835999,6.2037,5.1085,0
.003728,.17569,.093283,1.531,-418.72,.18761,.00188,4.6918,1.1199,.8243,.00188,.010698,.043566,.00188,14436,.025284,5.6919,.00188,.018433001,691.28003,.56742,.011041,.036559001,.21204,.8243,.035804,1.2127,.12761,3.7337,1.6946,.018433001,704.33,.51822,.062843,.011041,.10403,,.8243,.10828,.034112,.4246,.10828,941.40002,250.11,.019303,.4318,774.17,.008478,.083149001,1.531,.17569,1.9297,1.1276,1.1276,505.25,.10707,.004522,.89292997,0,.528,1.4593,628.91998,.58036,.13948,0
.10394,.67372,.075089,1.1115,-49.195,.29216,.13052,.35763,1.0839,.24094,.13052,.19373,.066109002,.13052,1383,.26391,1.4843,.13052,.048528001,54.062,1.1553,.20301,.038646001,.35789,.24094,.22446,.81812,.29893,5.1572,.23002,.048528001,99.102,3.6831,.30132,.20301,2.7236,,.24094,.075479001,.095622,.088495,.075479001,92.877998,38.816002,.26092,.52017,58.597,.15572,.057898,1.1115,.67372,.27151,.9592000000000001,.9592000000000001,10785,.077405997,.43139,.92259002,0,6.7516,9.4032,91.43,3.9921,10.707,0
.027445,.2744,-.11459,.32834,-124.93,.083485,.034468,1.6976,1.0923,.46582,.034468,.20203,.21119,.034468,1079.8,.33802,3.6443,.034468,.078478999,2.0357001,.91094,.045813,.062488001,.10357,.46582,.31242,1.1394,-.12139,5.1997,.62285,.078478999,154.88,2.3567,.16696,.045813,.4531,.51612,.5696099999999999,.10431,.018216,.086663,.10431,43.971001,41.936001,11.204,.31399,2.2237,-.012471,-.028395999,.20415,.17061,.42432,.49347,.60342,-18148,.084533997,.058917,.91547,.22281,179.3,8.703799999999999,141.78999,2.5743,.46527,0
.023928,.79174,.14705,1.1857,2.9638,.11445,.023928,.25406,1.015,.20115,.023928,.030222,.016993999,.023928,5827.2,.062637,1.263,.023928,.0081989998,15.417,1.0038,.044121,.0081989998,.11445,.20115,.062637,.15346,2.4024,4.6851,.24044,.0081989998,100.51,3.6315,.055727,.044121,2.9222,,.20115,.015119,.11418,.373,.015119,106.11,90.695999,.19412,1.03,15.648,.018456,.006325,1.1857,.79174,.27537,3.2863,3.2863,7120.7002,.014751,.11896,.98525,0,23.675,4.0245,99.028,3.6858,47.676,0
-.029019,.89003,-.098491,.87961,-80.994,0,-.000079,.12356,2.029,.10997,.073751,-.000096,.043106999,-.000079,3714.2,.098273,1.1236,-.000079,-.000038999999,66.716003,1.2464,.073546,-.014302,,.068495,.065757,.99616,-.35122,4.7112,.41187999,.01299,137.06,2.6631,2.4478,-.14959,2.029,5.8242,.16984,-.073725998,.067732,.18417,.036247,119.48,52.761002,-.078245,.42625,62.135,-.013998,-.0068990001,.80848,.81807,.3755,.39215,.60566,-5064.6001,-.073725998,-.26388,1,.54443,5.4709,6.9181,147.16,2.4803,7.2355,0
.096033,.23955,.72863,4.0417,106.82,.3993,.1196,3.1649,1.0727,.75814,.1196,.49929,.083296001,.1196,672.35,.54287,4.1745,.1196,.076609001,69.007004,.82078,.12282,.061510999,.49551,.75814,.44447,.84385,22.899,4.1277,-.012927,.076609001,60.074,6.0759,.51271,.12282,1.5949,,.75814,.078668997,1.1038,.059099,.078668997,164.53,95.525002,.32535,2.8095,74.021,.11238,.071981996,4.0417,.23955,.16458,23.826,23.826,9777.9004,.067737997,.12667,.93225998,0,5.2893,3.821,56.004002,6.5174,49.065,0
-.03551,.9726,-.31271,.67585,-105.37,-.84072,-.03551,.028174,1.4592,.027402,.015753,-.036808,-.003057,-.03551,-79587,-.004586,1.0282,-.03551,-.024334,25.690001,1.4834,.015256,-.024334,,-.011189,-.004586,.2976,-.8986499999999999,4.1917,.63516998,-.024273001,242.65,1.5042,1.492,.008103,1.4592,,.027402,.0055530001,.047633,.70013,.010455,151.59,125.9,-.34574,.56939,25.833,-.015794,-.010823,.67039,.96473,.66481,.078746,.078746,-4862,.0055530001,-1.2959,1.0242,0,14.208,2.899,241.31,1.5126,4.1935,0
.023623,.5668299999999999,.29803,1.5258,14.673,.051204,.018623,.32442,1.0047,.18389,.018623,.032854,.014431,.018623,4548,.080254,1.7642,.018623,.0059079998,18.41,1.1906,.016179,.0074939998,.049709,.18389,.089076,.051565,2.2054,4.0439,.16387001,.0059079998,65.94,5.5353,.028543,.016179,3.1788,,.18389,.005132,.11025,.43291,.005132,92.903,74.492996,.14858,1.2453,18.496,-.010689,-.003391,1.5258,.5668299999999999,.18066,1.3607,1.3607,3297.3999,.0046910001,.12846,.99531001,0,19.827,4.8998,65.630997,5.5614,23.327,0
.18042,.50507,.24365,1.5955,8.195399999999999,.43236,.22445,.95656,1.176,.48313,.22445,.54859,.14793,.22445,737.38,.495,1.9799,.22445,.1328,44.939999,1.3908,.25779,.10675,.53629,.48313,.40783,1.7939,.70172,4.7782,.29787999,.1328,103.92,3.5124,.51041,.25779,1.7031,4.636,.57905,.15253,.012334,.058602,.15253,139.89,94.949997,.86704,1.0869,52.852,.23224,.13741,1.2925,.40914,.2847,1.3914,1.6677,14619,.14969,.37345,.85031003,.19855,8.1219,3.8441,88.361,4.1308,4.8676,0
.11489,.10127,.50519,5.9887,158.92,0,.14214,8.8748,1.266,.89873,.14214,1.4036,.12529001,.14214,233.03,1.5663,9.8748,.14214,.11228,2.2550001,1.2898,.13032,.090752997,,.8766699999999999,1.2973,,1.2837,3.3552,-.23096,.11228,32.548,11.214,11.214,.13032,1.266,,.89873,.10294,3.9199,.022995,.10294,60.401001,58.146,14.69,5.9114,2.5138,.11384,.089919999,5.9887,.10127,.089172,2.2837,2.2837,1144.7,.10294,.12784,.88892001,0,161.86,6.2773,29.197001,12.501,3.2169,0
.016109,.17132,.53008,4.1076,229.85,.037929,.020302,4.7724,1.0466,.81762,.020302,.11902,.091245003,.020302,951.7,.38352,5.837,.020302,.028193001,60.361,1.2387,.007477,.022371,.048754,.81762,.35905,.10867,1.7708,5.0936,-.31617999,.028193001,90.492,4.0335,.043643,.007477,.74586,778.71,.81837,.010383,2.3433,.10651,.010383,152.53999,92.176003,.13528,3.4094,63.177,-.037927,-.052668002,4.0897,.17058,.24792,2.7313,2.7338,65760,.044569999,.019703,.95542997,.000913,6.047,3.9598,86.459,4.2216,2.4056,0
