v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65
.24001,.44355,.18835,1.44,-21.165,-.9319,.24001,1.2545,4.7447,.55645,.24227,.56072,.19509999,.24001,174.89,2.087,2.2545,.24001,.050585002,22.027,1.6856,0,.050585002,,-.63075,2.087,0,.491,3.2184,.091302,.1082,50.94,7.1653,6.9146,.01533,4.7447,,.55645,.0032309999,.12237,.021562,0,43.388,21.361,.83822,.7711,34.076,-.6857,-.14452,1.3897,.42804,.13956,1.4505,1.4505,311.42999,.35359001,.43132,.64793998,0,16.571,17.087,32.928001,11.085,12.369,0
-.027117,.11148,.11989,2.0754,-31.643,-.084883,-.0243,7.6741,.90732,.85551,-.0243,-.21798,.10164,-.0243,754.95,.48347,8.9702,-.0243,-.045825001,99.501999,1.1625,-.024649,-.051135998,-.076857,.85551,.45821,-.42174,.15597,4.0568,.1582,-.045825001,69.621,5.2427,-.22111,-.024649,.58684,,.85551,-.046482,.42528,.068443,-.046482,126.62,27.115,-.18758,.77866,90.28100000000001,-.10285,-.19395,2.0754,.11148,.19074,1.113,1.113,1366.5,-.10214,-.031697,1.1021,0,3.6683,13.461,76.732002,4.7568,.68991,0
.26669,.34994,.61147,3.0243,43.087,.55983,.33207,1.8577,1.1268,.65006,.33207,1.0993,.12047,.33207,367.04,.99444,2.8577,.33207,.11496,38.182999,1.0581,.30471,.092321999,.51586,.65006,.80759,1.1885,7.0728,3.9412,.088634998,.11496,43.006,8.4871,.87075,.30471,2.9161,12.773,.6979300000000001,.10548,.32525,.035883,.10548,103.02,64.834,.88253,2.0239,43.023,.28879,.099972002,2.6106,.30207,.11783,7.5192,8.072800000000001,5340,.1125,.41025,.88749999,.07363,9.5593,5.6298,38.167999,9.562900000000001,33.413,0
.067731,.19885,.081562,2.9576,90.60599999999999,.21265,.078063,4.029,1.257,.80115,.078063,1.8736,.31036001,.078063,926.03,.39415,5.029,.078063,.30912,44.445999,1.1848,.05373,.26820001,.24604,.80115,.3422,2.6744,.093025,5.2684,.78070003,.30912,75.693,4.8221,.27021,.05373,.27897,.58833,.95834,.21276,.048375,.12097,.21276,175.19,130.74001,2.2025,2.2195,55.868,.053417,.21152,.61971,.041664,.20738,.91375,1.093,15132,.20444,.084542,.79556,.19619,8.212199999999999,2.7917,60.217999,6.0613,.28803,0
-.029182,.21131,.45264,7.5746,57.844,.010387,-.034653,3.7324,1.0241,.78869,-.034653,-.5033300000000001,.004191,-.034653,23292,.015671,4.7324,-.034653,-.043861002,105.35,.99083,-.050624,-.036936,.016014,.78869,.041561,-.65622,.94595,4.8827,.11935,-.043861002,32.575,11.205,-.23957,-.050624,.80603,2.0599,.93115,-.064075999,3.2502,-.54879,-.064075999,137.53999,32.193001,-.12797,4.2624,107.89,-.088588,-.11213,2.4679,.068848,.089246,1.6482,1.946,34549,.023565,-.037001,.97644001,.18063,3.4646,11.338,31.806999,11.475,1.6511,0
-.033801,1.154,-.20599,.8215,-74.45099999999999,-.10413,-.033801,-.159,.97767,-.18349,-.033801,-.029291,-.012483,-.033801,-14644,-.024924,.86657,-.033801,-.01467,44.032001,1.1049,-.06741,-.01467,-.10413,-.18349,-.024924,-.28604,-3.9602,5.438,.46412,-.01467,178.73,2.0422,-.058416,-.06741,2.3722,,-.18349,-.029258,.075411,-.60828,-.029258,136.39,92.361,-.12161,.58064,43.049,-.072449,-.031445,.8215,1.154,.48967,-3.5277,-3.5277,-56473,-.022837,.18421,1.0228,0,8.289400000000001,3.9519,182.81,1.9966,44.296,0
.27053,.29913,.4687,2.5669,73.395,.72793,.33619,2.2315,1.2214,.6675,.33619,1.1239,.20683999,.33619,291.52,1.2521,3.343,.33619,.18567,32.984001,1.1281,.33518,.1494,.9098000000000001,.6675,1.0326,2.2609,2.0187,4.341,.078511,.18567,73.64700000000001,4.9561,1.1205,.33518,1.8415,,.6675,.1851,.56029,.026329,.1851,120.99,88.005997,1.6533,2.0198,40.287,.29684,.16393,2.5669,.29913,.20177,2.875,2.875,10278,.18127,.40529,.81873,0,11.066,4.1474,60.297001,6.0534,7.799,0
.028084,.24231,.43224,3.0128,47.935,.021598,.039729,3.1037,1.0125,.75206,.039729,.185,.044190001,.039729,1059.3,.34458,4.127,.039729,.021027001,36.231998,.78628,.054953,.014863,.03447,.75206,.29652,.29448,1.2244,4.4729,-.033048,.021027001,42.004,8.6896,.22679,.054953,1.9341,16.67,.77962,.029084001,1.4286,.080697,.029084001,65.719002,29.487,.14973,2.1394,36.686,.011187,.0059210001,2.6701,.21475,.11508,2.1304,2.2085,12841,.012367,.037342,.98763001,.036647,10.074,12.378,41.485001,8.798400000000001,5.3523,0
.20393,.56037,.13495,1.2408,3.158,0,.24291,.78452,2.2706,.43963,.24991,.43347,.117,.24291,769.91,.47408,1.7845,.24291,.10698,14.612,1.7474,.23173,.089812003,,.40929,.40452,33.062,.44293,3.7222,.085139997,.10764,100.95,3.6156,3.6156,.24454,2.2706,,.43963,.1077,.70226,.0734,.10206,48.514,33.901001,2.2434,1.0786,16.376,.20897,.092032999,1.2408,.56037,.27658,1.4429,1.4429,711.84998,.1077,.46386,.89419001,0,24.979,10.767,90.080002,4.0519,7.4525,0
.20876,.4965,.42548,2.019,38.934,.005436,.25619,1.0141,2.2827,.5034999999999999,.26624,.6135699999999999,.14063001,.25619,564.55,.64654,2.0141,.25619,.11223,28.801001,1.2501,.26383,.091453001,,.43302,.55101,26.249,2.7105,4.1519,.15914001,.11311,75.26900000000001,4.8493,4.0781,.25792,2.2827,28.044,.5271400000000001,.11299,.39905,.050359,.11558,108.16,79.356003,1.159,1.5876,32.469,.19901,.087182,1.6979,.41754,.20622,3.2075,3.3581,6037.1001,.11299,.41462,.88858998,.046947,12.673,4.5996,66.764,5.467,14.542,0
.11119,.63174,.24796,2,58.154,.24347,.13909,.58294,.99034,.36826,.16821,.56092,.14827999,.13909,1570.3,.23244,1.5829,.13909,.14044,37.266998,,.15215,.11227,,.35465,.18828,5.2243,.49203,3.8662,.63459998,.15363,107.84,3.3847,1.3285,.15106,.99034,1.0402,.74782,.15254,.063666,.13169,.15363,176.96001,139.69,1.0996,1.5922,43.975,.14439,.14579999,.78501,.24796,.29544,.73076,1.4839,1822,.15254,.30192,.86274999,1.0307,9.7941,2.6129,91.388,3.994,1.9652,0
-.30505,1.2523,-.29222,.71426,-214.91,-.30505,-.30505,-.25344,.77037,-.31738,-.30505,-.29829,-.33838001,-.30505,-1620.6,-.22523,.79852,-.30505,-.36596,147.44,,-.33399,-.36596,-.30505,-.31738,-.22523,-3.0867,-1.0841,4.5134,1.4617,-.36596,344.98,1.058,-.2667,-.33399,.87221,1.7147,-.087747,-.40068001,.036354,-.13239,-.40068001,303.57001,156.13,-.90598,.38501,113.58,-.35698,-.42826,.58328,1.0227,.94515,-1.1775,-.32554,-9531.0996,-.29809001,.9611499999999999,1.2981,-.72353,2.4756,2.3377,447.81,.81507,3.0925,0
.12709,.5305,.38069,1.7198,-27.618,0,.15611,.885,2.1322,.4695,.17832,.29516,.098824002,.15611,918.9400000000001,.3972,1.885,.15611,.073215999,90.435997,,.12362,.059602,,.44796,.34248,5.5662,4.2112,3.3658,.23841,.073545001,95.696,3.8142,3.8027,.11488,2.1322,,.4695,.053877,.047503,.099222,.057976998,151.41,60.971001,.24056,.72092,95.586,.069017,.032368001,1.7146,.52891,.26218,5.1936,5.1936,883.77002,.053877998,.27068,.92918003,0,4.036,5.9864,90.540001,4.0314,23.587,0
.12624,.66286,.21916,1.3553,21.588,.020227,.15633,.50862,1.713,.33714,.15937,.25346,.11511,.15633,1227,.29747,1.5086,.15633,.091260001,26.912001,1.344,.15293,.073698997,,.32996,.25209,50.281,1.3358,3.8428,.37781,.093036003,144.29,2.5297,2.3538,.15277,1.713,19.063,.37437,.089183003,.028266,.11402,.089279003,174.39999,147.49001,.99956,1.1506,29.547,.11208,.065428004,1.2611,.61676,.39531,2.0548,2.2817,1526,.089183003,.37445,.90913999,.11041,13.563,2.4747,131.42,2.7774,10.44,0
.29264,.29252,.34415,2.327,108.07,0,.36131,2.4185,1.2512,.70748,.37144,1.3932,.30276,.36131,281.85,1.295,3.4185,.36131,.28876001,23.792999,1.8963,.35928,.23389,,.61961,1.0603,35.457,.86793,4.1328,.23009001,.28999001,106.09,3.4404,3.0501,.359,1.2512,,.70748,.28692001,.017863,.025879,.28714001,174.69,150.89999,3.5879,2.0125,33.367,.34177,.27314001,2.063,.25934,.29067,1.7842,1.7842,4672.6001,.28692001,.41365,.71407998,0,15.34,2.4188,75.653,4.8247,3.1556,0
.079997,.23967,.32124,2.4739,8.108700000000001,.20743,.069715,2.5466,1.0556,.61034,.069715,.31987,.067313001,.069715,742.04,.49189,4.1724,.069715,.039804999,59.272999,1.1151,.084917,.045676,.2369,.61034,.53479,.5118200000000001,.69713,4.407,.089541003,.039804999,47.948,7.6124,.3543,.084917,1.7847,11.73,.63206,.048485,.3826,.059204,.048485,94.990997,35.717999,.28127,1.169,62.571,.03674,.020977,2.2497,.21795,.13137,1.3245,1.3716,8200.7998,.052696999,.13107,.94730002,.035588,6.1579,10.219,45.422001,8.0358,3.8007,0
.20817,.6024,.47935,2.1883,69.65900000000001,0,.25911,.6600200000000001,1.6923,.3976,.26164,.6423,.15635,.25911,831.04,.43921,1.66,.25911,.15311,43.641998,1.2443,.25951,.12301,,.29164,.35465,102.63,4.0885,4.6738,.33934999,.15318,106.42,3.4297,2.2967,.3087,1.6923,,.3976,.18242,.095409,.075779,.15335,182.10001,138.46001,1.0288,1.6867,53.38,.25404,.15012001,1.4654,.40341,.29157,3.3912,3.3912,22619,.18242,.52357,.84731001,0,8.3634,2.6362,87.010002,4.1949,14.434,0
.26345,.14318,.61965,5.3277,198.95,.55971,.32142,5.8624,1.3437,.8394,.32142,2.2448,.29742,.32142,147.34,2.4773,6.9841,.32142,.26951,44.903,1.3684,.31094,.2209,.69419,.8394,2.0724,3.5033,2.6127,4.5087,-.14624,.26951,58.882,6.1989,2.1717,.31094,1.2094,,.8394,.26072001,2.2239,.013675,.26072001,136.00999,91.108002,1.7956,4.303,60.336,.27765,.23281001,5.3277,.14318,.16132,3.5393,3.5393,19993,.25578001,.31385,.74422002,0,8.1287,4.0062,43.820999,8.3294,5.0286,0
-.054623,.92857,-.026927,.94263,-87.724,-.054623,-.054623,.074796,.92301,.069453,-.054623,-.11637,-.021237001,-.054623,-21123,-.017279,1.0769,-.054623,-.072297998,77.569,,-.062889,-.072297998,-.054623,.069453,-.017279,-.76829,-.048297,4.7985,1.1752,-.072297998,209.3,1.7439,-.067726,-.062889,.78894,.61391,.52863,-.083237998,.092184,-1.2558,-.083237998,192.85001,115.28,-.3402,.60056,71.596,-.10147,-.13429999,.4765,.46939,.57343,.12457,.94816,-1693.2,-.083416998,-.78648,1.0834,6.6114,4.7055,3.1662,226.75999,1.6096,1.3551,0
-.35884,1.1171,-.46577,.46115,-152.21,-1.1752,-.35884,-.11206,.97154,-.12518,-.35884,-.41514,-.19052,-.35884,-1339.2,-.27255,.89517,-.35884,-.22454999,40.657001,1.0345,-.1916,-.22454999,-.82224,-.12518,-.27255,-1.1648,-.77447,4.0712,.66588002,-.22454999,191.81,1.903,-.17151,-.1916,1.6321,.87285,.12756,-.11989,.094543,-.26764,-.11989,72.376999,31.721001,-2.0159,.25521,39.499,-.24597,-.15391999,.35682,.86437,.5255,-.20815,.2121,-5487.2002,-.029298,2.8666,1.0293,-2.019,8.977600000000001,11.507,197.42999,1.8488,2.6572,0
.10248,.28993,.07732,1.2981,-2.921,.22034,.12731,2.095,1.0805,.60739,.12731,.4909,.10245,.12731,657.45,.5551700000000001,3.4491,.12731,.081028,17.625999,2.3868,.13335,.065224998,.27078,.60739,.46954,.91705,.11656,4.7376,.17917,.081028,65.098,5.6069,.45993,.13335,1.5958,8.5243,.6379899999999999,.084870003,.082504,.057078,.084870003,73.237999,55.612,1.3507,1.0056,19.046,.099694,.063451998,1.1612,.25934,.17835,.91566,.96177,4225.5,.074523002,.16872,.92548001,.050368,20.708,6.5633,60.247002,6.0584,2.3686,0
.1409,.7556,.33886,1.6388,-11.094,.36762,.1409,.32344,1.0508,.2444,.1409,.26562,.058424,.1409,1839.4,.19844,1.3234,.1409,.054901998,58.709999,1.3822,.12079,.054901998,.36762,.2444,.19844,.49454,2.5933,4.383,.24428,.054901998,79.276,4.6042,.15986,.12079,2.6197,2.0278,.46952,.047063999,.24451,.19135,.047063999,105.19,46.479,.34132,.86058,61.692,.11175,.043543,1.1505,.53048,.21719,1.8704,3.5933,8185.6001,.048331,.5765400000000001,.95166999,.92116,6.217,7.8531,75.444,4.838,19.641,0
.009297,.78609,.07811,1.1433,-97.822,-.017464,.01099,.27211,.99192,.21391,.12421,.020155,.020264,.01099,14275,.02557,1.2721,.01099,.011079,117.33,1.2061,.017641,.0093729999,,.11239,.023417,.1558,.20739,5.1955,.73003,.045503002,204.63,1.7837,1.2372,.019335,.99192,1.4143,.42922,.019493001,.15228,.97951,.017783999,198.83,81.500999,.029159,.55849,119.66,.00853,.0086000003,.79299,.54525,.56063,.56794,1.1396,12253,.019493001,.043464,.99395001,1.0066,3.111,4.4785,200.64,1.8192,2.6336,0
.001222,.53108,.2013,1.5431,-44.797,.042436,.002745,.87355,.99091,.46393,.002745,.007405,.033225998,.002745,3841.6,.095012,1.883,.002745,.001807,89.268997,1.0293,-.007323,.00080500002,.056723,.46393,.092145,-.047783,.47025,4.0949,.32394999,.001807,88.27200000000001,4.135,-.013789,-.007323,1.5498,1.2498,.62437,-.0048219999,.14504,.43228,-.0048219999,124.54,35.271999,.003291,.541,88.458,-.055037,-.036240999,1.0769,.37064,.24184,1.0838,1.4586,2504.7,-.0091709998,.002635,1.0092,.34583,4.0888,10.348,89.081001,4.0974,3.5477,0
.013079,.75841,-.060128,.90444,-58.08,.069955,.012298,.29958,.99307,.22721,.012298,.019544,.015526,.012298,7099.8,.05141,1.3186,.012298,.0048969998,49.665001,1.2765,-.018598,.0052080001,.083487,.22721,.05244,-.073544,-.13954,4.2688,.29703999,.0048969998,90.819,4.019,-.024522,-.018598,2.5558,1.7602,.35639,-.007406,.022714,3.0806,-.007406,80.637001,30.972,.038276,.36138,49.32,-.04529,-.018034,.75038,.62923,.24882,.52728,.82708,-1116.6,-.0069829999,.057565,1.007,.56857,7.3493,11.785,91.453003,3.9911,5.828,0
.099873,.57415,.1756,1.3169,-1.2568,.30824,.11871,.68902,1.0754,.3956,.11871,.21423,.094555996,.11871,1449.1,.25189,1.7417,.11871,.077615999,18.052999,1.1377,.10364,.065298997,.37667,.3956,.21907,.7286899999999999,.64973,4.7881,.35053,.077615999,142.21,2.5666,.18051,.10364,1.5671,32.688,.41561,.067762002,.25778,.14571,.067762002,140.06,122.01,1.3202,1.1804,19.414,.07773,.050822001,1.271,.55414,.38962,1.4638,1.5378,10781,.070090003,.25246,.92991,.050582,20.218,2.9916,132.24001,2.7601,5.6592,0
.2953,.34016,.64812,3.8148,145.57,0,.35799,1.9398,1.6355,.65984,.38165,1.5547,.24433,.35799,310.7,1.1748,2.9398,.35799,.21889,26.445999,1.4323,.37113,.18055999,,.6505300000000001,.9904500000000001,15.684,5.3291,3.7471,-.028571,.21892001,63.903,5.7118,3.8664,.32029,1.6355,,.65984,.19584,1.7438,.027472,.22691999,106.42,79.977997,2.492,3.3001,32.886,.32951,.20148,2.5823,.23026,.17508,5.4254,5.4254,3620.2,.19584,.44753,.79049999,0,13.802,4.5637,51.388,7.1028,13.448,0
.12446,.41949,.43815,2.0445,14.774,.017406,.12446,1.3839,3.0598,.58051,.15777,.2967,.069518,.12446,719.8099999999999,.50708,2.3839,.12446,.040676001,37.758999,1.0018,.15501,.040676001,,.14187,.50708,4.6537,3.0778,3.3665,.060254,.042257998,52.488,6.954,6.954,.14271,3.0598,,.58051,.046638999,.57368,.057481,.050659999,73.599998,35.841,.39321,1.2899,39.606,.06676,.021818001,2.0445,.41949,.1438,4.0778,4.0778,1019,.046638999,.2144,.95959002,0,9.666700000000001,10.184,50.040001,7.2942,21.493,0
.20279,.17566,.56391,4.2102,87.51000000000001,.60033,.25271,4.5786,1.2068,.8042899999999999,.25271,1.4386,.19007,.25271,218.26,1.6723,5.6928,.25271,.16351999,61.365002,1.3791,.26083,.13122,.7494,.8042899999999999,1.3881,2.0366,2.1653,5.4345,.029767999,.16351999,50.064,7.2906,1.4848,.26083,1.5621,,.8042899999999999,.16876,.75371,.019131,.16876,143.39999,82.030998,.78048,2.731,74.054,.21978,.14221001,4.2102,.17566,.13716,3.0883,3.0883,153370,.17135,.25214,.82865,0,5.9481,4.4495,41.486,8.7982,5.9345,0
.13287,.14592,.5326,4.65,66.83499999999999,.41226,.16623,5.5583,1.1448,.81107,.16623,1.1392,.15434,.16623,252.32,1.4466,6.8531,.16623,.12154,84.389999,1.0996,.17723,.097150996,.51315,.81107,1.218,1.4835,1.6567,4.7806,.058926001,.12154,44.581,8.1873,1.2146,.17723,1.3797,,.81107,.12958001,.46763,.021601,.12958001,162.87,78.475998,.42019,2.4829,96.613,.13237,.096784003,4.65,.14592,.12214,2.5229,2.5229,32139,.12650999,.16383,.87348998,0,4.3251,4.6511,38.942001,9.372999999999999,4.2544,0
.011834,.088476,.025515,1.2884,91.798,-.19522,.011834,10.302,1.0994,.91152,.011834,.13375,.37445,.011834,639.23,.571,11.302,.011834,.087711997,0,2.3174,.01438,.087711997,-.19522,.91152,.571,1.1718,.028798,3.4714,.14448,.087711997,263.15,1.3871,.16253,.01438,.13976,,.91152,.10659,.82586,.054815,.10659,110.71,110.71,,1.2884,0,-.024306,-.18015,1.2884,.088476,.72095,1.0288,1.0288,75.550003,.090389997,.012982,.90960997,0,,3.2969,239.36,1.5249,.15227,0
.046426,.6267200000000001,.074912,1.1195,-44.598,.18433,.059757,.52811,1.0222,.33098,.059757,.095349,.027414,.059757,2211,.16509,1.5956,.059757,.015834,50.881001,1.1927,.097408,.012301,.23448,.33098,.14382,.26381,.25107,4.7518,.15959001,.015834,61.954,5.8915,.15543,.097408,3.8294,,.33098,.02581,.040222,.14601,.02581,65.417999,14.537,.088244,.28006,52.008,.053703,.014229,1.1195,.6267200000000001,.16974,1.1093,1.1093,4230.3999,.021671001,.14027,.97833002,0,7.1736,25.109,60.611,6.022,12.649,0
.033901,.24045,-.089401,.54489,-59.217,.026188,.044169,2.4419,1.0732,.58716,.044169,.22485,.13632999,.044169,935.61,.39012,4.1589,.044169,.064195,3.3694999,1.2929,.048431,.049270999,.03543,.58716,.34741,.75545,-.10012,4.9797,.33811,.064195,111.84,3.2635,.20142,.048431,.69802,2.288,.6311600000000001,.070389003,.047609,.080611,.070389003,51.821999,48.452999,5.3373,.51256,3.6163,-.001204,-.001749,.44517,.19644,.30642,.65754,.70682,-8531.9004,.068244003,.057737,.93176001,.07495,108.33,7.5331,104.21,3.5025,.77052,0
-.080617,.9059700000000001,-.097908,.89193,-37.659,-.28903,-.080617,.087716,.97332,.079467,-.080617,-.088985,-.018603001,-.080617,-7487.4,-.048749,1.1038,-.080617,-.033957999,22.466,1.0779,-.067427,-.033957999,-.28903,.079467,-.048749,-.27644,-.5101,4.6239,.37937999,-.033957999,135.58,2.6922,-.074426,-.067427,2.3868,,.079467,-.028402001,.013933,-.9616,-.028402001,122.3,99.831001,-.55171,.73064,21.867,-.10388,-.043756999,.89193,.9059700000000001,.37144,.41402,.41402,-4118.2998,-.027407,-1.0145,1.0274,0,16.247,3.6562,139.28999,2.6204,12.368,0
.036752,.48916,.23585,1.5172,-243.74,0,.036752,1.0443,1.4776,.51084,.054366,.080598,.30195999,.036752,400.15,.91215,2.0443,.036752,.024873,99.373001,1.2371,0,.024873,,.46158,.91215,0,.76533,4.127,.30855,.060523,245.88,1.4844,1.3838,.024568,1.4776,,.51084,.016627001,.10501,.039824,0,159.07001,59.696999,.091358,.6349900000000001,216.92,-.40943,-.27709001,1.4144,.45599,.67365,1.6577,1.6577,3159.8,.54189998,.071944,.47635999,0,3.673,6.1142,112.64,3.2404,4.7949,0
-.010554,.97197,-.15967,.82411,-59.514,-.004201,-.009069,.028836,2.3263,.028028,.017617,-.00999,.015262,-.009069,9992.1,.036529,1.0288,-.009069,-.0038980001,31.995001,1.1345,-.012187,-.0045369999,,-.014755,.035001,-.45668,-.63392,4.6977,.37597001,.0046199998,142.33,2.5645,2.3952,-.001732,2.3263,11.59,.074982,-.00074400002,.12255,1.0004,-.0052390001,99.925003,67.93,-.051757,.5994699999999999,31.971,-.056761,-.024398999,.76969,.90779,.38994,.11127,.29768,-7959.8999,-.00074400002,-.37656,1.0038,1.6752,11.408,5.3732,142.42999,2.5626,9.2357,0
-.081668,1.0237,.056945,1.0848,-132.7,-.081668,-.081668,-.039,.92774,-.039925,-.081668,-.1216,-.034396,-.081668,-10288,-.035478,.97682,-.081668,-.077340998,158.34,,-.067079,-.077340998,-.081668,-.039925,-.035478,-.58934,.20977,4.3396,.95634001,-.077340998,215.37,1.6948,-.065524,-.067079,1.1121,.76805,.31221,-.063524999,.023221,-1.5488,-.063524999,246.44,88.095001,-.17828,.40271,146.9,-.11243,-.10647,.71165,.67159,.59005,-.14707,1.1501,1244.7,-.077891998,2.0455,1.0779001,-8.819900000000001,2.3052,4.1432,232.14,1.5723,3.8899,0
