,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64
5720,0.036828,0.65579,-0.054079999999999996,0.88321,-31.483,0.036828,0.047663,0.38117,1.0277,0.24996999999999997,0.047663,0.10293,0.038417,0.047663,2273.5,0.16054000000000002,1.5249,0.047663,0.017391,22.83,1.0597,0.06518099999999999,0.013438,0.047663,0.24996999999999997,0.14402,,-0.091504,4.7203,0.23690999999999998,0.017391,63.38,5.7589,0.099393,0.06518099999999999,2.7575,1.2327,0.44269,0.023784,0.019862,0.17557,0.023784,53.245998,30.416,0.21484,0.51304,23.462,0.007559999999999999,0.0027590001,0.62365,0.46307,0.17364000000000002,0.42295,0.7490399999999999,-2840.0,0.026931001,0.14733,0.97307003,0.7710100000000001,15.988,12.0,61.673,5.9183,4.6371
459,-0.18387,0.16847,0.46113999999999994,4.0121,103.34,-0.085303,-0.18279,3.4330000000000003,0.85505,0.57836,-0.18279,-1.1939,-0.052696999,-0.18279,-918.28,-0.39748,5.9357,-0.18279,-0.14384,17.865,0.56763,-0.18869,-0.14469001,-0.066712,0.57836,-0.4039,-1.2696,1.1954,3.9636,-0.18177000000000001,-0.14384,37.601,9.7071,-1.12,-0.18869,1.3118,35.914,0.59373,-0.14849,2.6457,-0.076015,-0.14849,60.087002000000005,42.222,-2.9563,3.6058,15.275,-0.30451,-0.23963,3.6460000000000004,0.1531,0.10302,1.4993,1.5391,4240.5,-0.16953,-0.31790999999999997,1.1695,0.026577999999999997,20.432000000000002,8.6447,43.976002,8.3,3.2941
1236,0.019531,0.8930100000000001,0.067884,1.0811,-29.704,0.0,0.019531,0.11980999999999999,1.7806,0.10699000000000002,0.022418,0.02333,0.017777,0.019531,10297.0,0.035447,1.1198,0.019531,0.010969,39.825001,0.93976,0.0,0.010969,0.0618,0.091512,0.035447,0.0,0.71496,4.0089,0.49043000000000003,0.023087,196.16,1.8608,1.7444,0.01459,1.7806,,0.10699000000000002,0.0081940005,0.024961,2.4554,0.0,181.24001,141.42,0.10053,0.8490200000000001,45.522,-0.012123,-0.0068080002,1.0135,0.8371700000000001,0.53742,1.1268,1.1268,692.9500099999999,0.12514,0.18255,0.87647998,0.0,9.1652,2.5810000000000004,171.61,2.1269,18.753
24,0.1225,0.9036299999999999,0.22935,1.9469,-5.294,0.21896,0.1225,0.024442,1.0929,0.022087,0.1225,0.50579,0.089171998,0.1225,1963.8,0.18586,1.1066,0.1225,0.065041997,24.865999,1.0755,0.16657,0.065041997,0.21896,0.022087,0.18586,0.96655,0.43399,4.0224,0.45837,0.065041997,51.297,7.1155,0.18434,0.16657,1.9548,0.5189199999999999,0.68352,0.088440999,0.68552,0.14012,0.088440999,59.207001,34.341,0.95473,1.4171,27.176,0.12112,0.064310998,0.52183,0.2422,0.14054,0.041795,1.2934,2415.0,0.08498799800000001,5.5465,0.91500998,29.947,14.679,10.629000000000001,46.937,7.7764,3.5639999999999996
4372,0.10465999999999999,0.47466,0.15337,1.4972,7.7635,0.21609,0.12863,1.1068,1.1356,0.5253399999999999,0.12863,0.41701000000000005,0.1168,0.12863,1114.7,0.32745,2.1068,0.12863,0.09666399699999999,14.787,0.92571,0.13831,0.078652002,0.26671,0.5253399999999999,0.27695,1.1803,0.28498,5.0359,0.34601,0.09666399699999999,96.08,3.7989,0.29139,0.13831,1.3565,2.4543,0.6915399999999999,0.10394,0.28851,0.094515,0.10394,102.27,87.477997,1.9414,1.3224,16.792,0.11152000000000001,0.083802998,0.97296,0.30846,0.26323,0.97615,1.285,16658.0,0.1194,0.19923,0.88059998,0.31637,24.683000000000003,4.1725,84.608002,4.314,2.4726
5339,0.077177,0.75544,0.088193,1.2483,-43.37,-1.3208,0.076852,0.32374,1.3985,0.24456,0.093122,0.21634,0.10532000000000001,0.076852,1872.0,0.19498,1.3237,0.076852,0.054951999,55.453998999999996,1.3659,0.080169,0.055185001,0.073692,-0.5617,0.19541,4.9273,0.15846,4.8859,0.48658001,0.064345002,107.96,3.4568,1.6256,0.19746,1.3985,0.8829600000000001,0.5061399999999999,0.14119001,0.24453000000000003,0.1672,0.057324,93.060997,37.606998,0.36322,0.65014,63.153999999999996,0.009728,0.0069559999,0.58699,0.35524,0.28928000000000004,0.43942,0.9094,1.2483,0.14119001,0.31556999999999996,0.86018997,1.0696,6.582000000000001,9.7057,92.714996,3.9368,2.5128
308,0.13935,0.51656,0.20542,1.3977,24.58,-0.12215999999999999,0.1505,0.9358799999999999,2.2477,0.48344,0.15504,0.29135,0.08440099699999999,0.1505,993.87,0.36725,1.9359,0.1505,0.06695900099999999,5.4920998,1.9483,0.15336,0.061996002,-0.041038,0.47245,0.34565999999999997,33.769,0.73885,3.6582,0.22863001,0.068979003,89.32799999999999,4.086,4.086,0.13699,2.2477,,0.48344,0.060947000999999994,0.06356200000000001,0.089416,0.068232,111.91,106.42,4.1202,1.3322,5.8486,0.11416,0.050788999,1.3977,0.51656,0.24474,1.7388,1.7388,935.01001,0.060947000999999994,0.28824,0.93357998,0.0,66.459,3.4299,83.884003,4.3512,8.0845
659,-0.33647,1.2956,-0.0055850000000000006,0.9868600000000001,-113.45,-0.48218,-0.33166,-0.22813000000000003,1.1606,-0.29555,-0.17177,-0.7801,-0.24033999,-0.33166,-1695.2,-0.21531,0.77187,-0.33166,-0.28575,66.085999,0.94085,-0.2036,-0.2899,-0.9878600000000001,-0.81865,-0.21903000000000003,-1.2734,-0.009621,3.844,1.0777,-0.22893000000000002,196.96,1.9266,0.6322300000000001,0.37279,1.1606,0.37588,0.26159,0.32119000000000003,0.14273,-0.2862,-0.17542,112.86,46.775002,-1.6011,0.49258,93.644,-0.25631,-0.22082999,0.32385,0.42515,0.51905,-0.5091899999999999,0.45068,0.98685998,0.32119000000000003,1.1385,0.79712999,-1.8851,5.5231,7.8034,133.7,2.73,1.9996
3130,0.093062,0.45216000000000006,0.025663,1.0581,-41.167,0.31251999999999996,0.093062,1.1639,1.0658,0.52627,0.093062,0.21074,0.096579999,0.093062,1110.5,0.32866999999999996,2.2116,0.093062,0.060479,43.367001,1.1929,0.10542,0.060479,0.31251999999999996,0.52627,0.32866999999999996,0.73019,0.048171,4.1147,0.26028001,0.060479,111.64,3.2695,0.23315999999999998,0.10542,1.5524,26.924,0.53683,0.068512999,0.12057999999999999,0.092347,0.068512999,98.206001,54.839001,0.50903,0.6441100000000001,46.218999999999994,0.049873,0.032412,1.0334,0.4416,0.30585999999999997,0.9878600000000001,1.0077,334.16,0.061714001,0.17683,0.93829,0.020074,8.4166,6.6558,104.75,3.4845,2.8884
1275,-0.013613,0.58307,0.56697,3.6966,42.118,0.0,0.000736,0.71506,1.1321,0.41693,0.069229,0.003503,0.015397,0.000736,12209.0,0.029894999999999998,1.7151,0.000736,0.00065100001,142.67,1.0609,0.064519,-0.012024,0.12916,0.22411,0.005286,0.9419799999999999,2.5451,3.8288,0.39601001,0.022268998999999998,73.03400000000002,4.9977,1.8022,0.081305,1.1321,0.89785,0.78974,0.071817003,0.6574399999999999,0.23931999999999998,0.056990001,206.02,63.352001,-0.030763,1.5919999999999999,153.7,0.047824,0.042243,1.3330000000000002,0.21026,0.20009000000000002,1.8716,3.5451,3822.5,0.071817003,-0.03265,0.99936002,0.8941899999999999,2.5584,5.7615,67.789001,5.3844,5.082
5244,0.042238,0.1989,0.29427,2.4795,43.791000000000004,0.021057,0.050042,3.488,1.0164,0.69375,0.050042,0.2516,0.077869996,0.050042,897.2,0.40681999999999996,5.0277,0.050042,0.048158001,61.085999,1.1279,0.01661,0.040649001000000004,0.002031,0.69375,0.36759000000000003,0.16247,0.5806,7.1558,0.045086997999999996,0.048158001,71.01300000000002,5.1399,0.083509,0.01661,1.0964,,0.69375,0.015984001,0.76327,0.13771,0.015984001,119.9,58.818999999999996,0.24288,1.6052,62.09,-0.014263999999999999,-0.013727000000000001,2.4795,0.1989,0.19455999999999998,1.3688,1.3688,4212200.0,0.016166999999999997,0.060884,0.98382998,0.0,5.9752,6.2055,69.864998,5.2244,2.0502
4426,0.28620999999999996,0.23783,0.68997,3.9011,437.18,0.0,0.58578,3.2047,5.4061,0.76217,0.58578,2.463,0.11202000000000001,0.58578,143.35,2.5463,4.2047,0.58578,0.10835,0.0,1.744,0.53759,0.052940997999999996,1.2731,0.7018399999999999,1.2866,,9.5569,2.9184,0.03717,0.10835,17.83,20.471,20.471,0.53759,5.4061,,0.76217,0.099440001,0.16623,0.014223,0.099440001,59.972,59.972,,3.9011,0.0,0.51779,0.09577800300000001,3.9011,0.23783,0.04885,10.557,10.557,571.81,0.099440001,0.37551999999999996,0.90056002,0.0,,6.0862,16.056998999999998,22.730999999999998,74.881
3044,0.011746,0.25282,0.13141,2.1389,23.533,-0.48921000000000003,0.011746,2.9554,0.86595,0.7471800000000001,0.017279,0.10178999999999999,0.092998996,0.011746,1145.9,0.31854,3.9554,0.011746,0.013563999999999998,33.243,1.1105,0.017254,0.013563999999999998,0.008704,-0.47746000000000005,0.31854,3.1182,0.17447000000000001,3.5141,0.24398001,0.014136000000000001,49.603,7.3584,3.3583,0.016899,0.86595,1.2219,0.88461,0.019515,0.37337,0.097946,0.019925,85.865997,52.623001,0.14893,1.4554,33.904,-0.051533,-0.059510997999999996,0.9761700000000001,0.11539,0.1359,0.992,1.1745,429.22,0.019515,0.015719999999999998,0.98644,0.18394000000000002,10.98,6.9361,48.634997999999996,7.5048,1.1497
3407,0.00603,0.63251,0.37425,2.1142,-7.4407,0.079428,0.011838,0.54788,0.99184,0.34654,0.011838,0.035245,0.043292001,0.011838,4113.5,0.088732,1.581,0.011838,0.009131999699999999,58.998001,0.97629,0.056587,0.004652,0.11255,0.34654,0.079549,0.43293000000000004,1.2911,4.0589,0.48658001,0.009131999699999999,93.79700000000001,3.8914,0.089463,0.056587,1.3859,1.6876,0.64317,0.043648999,0.57313,0.20615,0.043648999,145.74001,86.73700000000001,0.028777999999999998,1.4903,58.516999999999996,0.012301000000000001,0.0094889998,1.1227,0.33589,0.25698000000000004,1.1955,2.2188,4286.5,-0.008223000000000001,0.017402,1.0082,0.8559700000000001,6.1866,4.2081,94.568001,3.8597,4.4724
5862,0.25079,0.6786300000000001,-0.13089,0.7197399999999999,-89.90300000000002,-0.21709,0.30867,0.47336999999999996,1.6717,0.32125,0.39944,0.66092,0.28303,0.30867,523.53,0.69719,1.4736,0.30867,0.18465,42.762001,1.0,0.3823,0.15003,0.61734,0.29683000000000004,0.6119100000000001,4.2115,-0.1972,3.9133,0.39877999,0.20951999999999998,113.87,3.2316,2.224,0.17448,1.9089,0.68844,0.52503,0.10438,0.045195,0.041373,0.22869,68.78600300000001,26.023001,1.2805,0.46453999999999995,47.364,0.21783000000000002,0.1303,0.49532,0.46703,0.30944,0.484,0.79102,-1072.0,0.10445,0.78069,0.79066998,0.63436,8.5355,14.026,101.97,3.5793,2.5186
425,0.16467,0.13424,0.6620699999999999,5.9319,140.81,0.0,0.16467,6.4493,1.4269999999999998,0.8657600000000001,0.16467,1.2267,0.13375001,0.16467,256.73,1.4217,7.4493,0.16467,0.1154,33.181,1.0678,0.13645,0.1154,0.6201800000000001,0.8608600000000001,1.4217,,3.2503,3.6106,-0.23138000000000003,0.1154,37.563,9.7171,9.7171,0.12257,1.4269999999999998,,0.8657600000000001,0.085891001,3.7007,0.027514,0.09562200300000001,76.611,43.43,1.2694,4.9656,36.299,0.11027,0.077271998,5.9319,0.13424,0.10290999999999999,4.2503,4.2503,2700.8999,0.085891001,0.1902,0.88797998,0.0,11.0,8.4044,34.337002000000005,10.63,7.0057
419,-0.18608,0.15087,-0.070281,0.5149,-153.09,-0.16034,-0.1829,5.6284,0.10905,0.84913,-0.1801,-1.2624,-1.3542,-0.1829,-372.88,-0.97887,6.6284,-0.1829,-1.6770999,127.45,1.09,-0.18109,-1.7063,-0.42718999999999996,-0.31486,-0.99997,-64.593,-0.075947,4.0802,1.3634,-1.6519001,181.03,2.0931,2.01,-0.18306,0.10905,13.799000000000001,0.85178,-1.6786,0.021096,-0.034475,-1.6605999,239.44,111.99,-4.8867,0.25205,45.835,-0.21631,-1.9835,0.49446,0.14488,0.47776,0.91758,0.9204399999999999,0.51490003,-1.6786,-0.21915,2.4851999,0.003117,2.8638,3.2592,484.89999000000006,0.75273,0.11785
5193,0.031545,0.38864,0.38373,2.1575,-15.729000000000001,0.16423,0.04015,1.5308,1.0376,0.5949300000000001,0.04015,0.12112,0.037562001,0.04015,1842.4,0.19810999999999998,2.573,0.04015,0.019587001,82.434998,1.1457,0.07324,0.015388999999999998,0.18334,0.5949300000000001,0.17597000000000002,0.37073,1.3475,4.1739,0.17982,0.019587001,61.247,5.9595,0.18845,0.07324,2.052,4.4148,0.6520699999999999,0.035730001000000004,0.077032,0.11607,0.035730001000000004,122.81,40.374001,0.068139,0.7610100000000001,85.53299999999999,0.036396,0.017756,1.8403,0.3315,0.1678,2.0891,2.2898,5727.5,0.036223002000000004,0.053024,0.96377999,0.096051,4.4277,9.0404,59.028,6.1835,7.1982
749,0.040647,0.55319,0.13166,1.4333,-8.7768,0.096106,0.051723000000000005,0.78601,1.0304,0.43481000000000003,0.051723000000000005,0.17022,0.05597100000000001,0.051723000000000005,2028.7,0.17992,1.8077,0.051723000000000005,0.029087000000000002,35.160999,1.051,0.076342,0.022857999,0.12487000000000001,0.43481000000000003,0.1599,0.44237,0.23324,4.8902,0.27518001,0.029087000000000002,64.269,5.6793,0.138,0.076342,1.8203,1.0598,0.68414,0.042931002,0.21425,0.14649,0.042931002,76.031998,40.870998,0.23728000000000002,0.8695299999999999,36.231,0.028533999999999997,0.016046001,0.7873,0.30387,0.17608,0.7703,1.212,10223.0,0.029526001,0.093481,0.97047001,0.5734,10.380999999999998,8.9306,62.370998,5.8521,3.1503
4684,0.028392,0.13051,0.44042,6.3412,82.18700000000001,0.0031579999999999998,0.036741,6.6625,1.265,0.86949,0.041010000000000005,0.44558000000000003,0.099958003,0.036741,376.73,0.9688700000000001,7.6625,0.036741,0.029045001,50.084998999999996,1.1297,0.021507,0.022445001000000003,0.16455999999999998,0.20678000000000002,0.90489,5.0384,0.92306,4.4399,-0.049398001,0.032419998,24.176,15.097000000000001,9.5388,0.020091,1.265,8.4437,0.91086,0.015883001,2.3783,0.039118,0.017002,94.287003,44.202,0.16357,4.2361,50.893,-0.068194,-0.053909998,4.0065,0.08245599999999999,0.066237,1.8224,1.9091,12128.0,0.015883001,0.032654,0.97178,0.047577,7.2876,8.2576,23.791999999999998,15.341,2.6512
2816,0.09283200000000001,0.57527,0.31849,2.372,48.952,7e-06,0.09283200000000001,0.73832,1.7661,0.42473,0.097328,0.3999,0.094299003,0.09283200000000001,1260.8,0.28951,1.7383,0.09283200000000001,0.052561998,26.808001,0.7376,0.0,0.052561998,0.37339,0.30022,0.28951,0.0,0.7087399999999999,3.9048,0.25909999,0.11934000000000002,63.42100000000001,5.7552,2.3224,0.001967,1.7661,2.6184,0.58548,0.001114,0.58063,0.26013000000000003,0.0,85.939003,59.131001,0.71564,1.8132,35.439,-0.073714,-0.041737001,0.9571700000000001,0.23214,0.17375,0.9451700000000001,1.3029,2558.0,0.24354,0.21856,0.76213998,0.37847,13.615,6.1727,47.974998,7.6081,3.9303
2842,0.15816,0.37167,0.68286,3.795,92.65799999999999,0.0,0.19787000000000002,1.6905,1.7959,0.62833,0.20256,0.8099,0.12727,0.19787000000000002,593.55,0.6149399999999999,2.6905,0.19787000000000002,0.11018,57.285999,1.0482,0.1991,0.08807100400000001,0.44372,0.55398,0.5081100000000001,42.464,9.3773,3.4632,0.12746,0.11279000000000002,56.13,6.5027,4.2745,0.20715,1.7959,,0.62833,0.11535,0.58442,0.053916,0.11085999999999999,159.42999,102.14,0.56114,2.6414,64.755,0.16841,0.09377600300000001,2.4946,0.24431,0.15378,8.6284,8.6284,1984.0,0.11535,0.25172,0.89019001,0.0,6.3715,3.5735,49.655998,7.3506,24.660999999999998
918,-0.13627999999999998,0.6692100000000001,0.098201,1.1467,-2.4103,-0.58714,-0.13573,0.4831,0.8273,0.32329,-0.13573,-0.20282,-0.053061999000000006,-0.13573,-2896.1,-0.12603,1.4943,-0.13573,-0.085391,25.179001,1.7704,-0.1097,-0.08574,-0.61362,0.32329,-0.12686,-0.57097,0.42221000000000003,4.1801,0.31558001,-0.085391,127.13,2.8710000000000004,-0.16393,-0.1097,1.8536,,0.32329,-0.069016002,0.25204,-0.37729,-0.069016002,137.49001,112.31,-1.2429,0.9828899999999999,20.831,-0.16109,-0.10134,1.1467,0.6692100000000001,0.34831,1.39,1.39,1486.5,-0.20874,-0.42155,1.2086999,0.0,14.495999999999999,3.2499,153.67,2.3752,6.8339
5785,-0.49413999999999997,3.3633,-2.8176,0.16226,-498.77,-0.49413999999999997,-0.49413999999999997,-0.78767,0.9013399999999999,-2.6492,-0.49413999999999997,-0.14692,-0.22253001,-0.49413999999999997,-2604.9,-0.14012,0.29733000000000004,-0.49413999999999997,-0.23333,69.888,1.6822,-0.22426,-0.23333,-0.49413999999999997,-2.6492,-0.14012,,-6.2023,4.1378,1.5819,-0.23333,522.47,0.6986,-0.066678,-0.22426,2.1829,,-2.6492,-0.10589000000000001,0.004077,-0.54906,-0.10589000000000001,91.692001,21.804001,-1.2186,0.041691000000000006,62.993,-0.24713000000000002,-0.11669000000000002,0.16226,3.3633,1.4314,-5.8316,-5.8316,-38698.0,-0.10945,0.18653,1.1095001,0.0,5.2226,16.74,579.65997,0.62968,4.6619
2855,0.07209700000000001,0.179,0.37056,3.9355,138.57,0.0,0.08693,4.5867,0.76382,0.821,0.093989,0.6886399999999999,0.15391,0.08693,555.74,0.65678,5.5867,0.08693,0.11381,54.845001,0.96867,0.07414,0.09438999699999999,0.24065999999999999,0.42191999999999996,0.57392,10.503,0.73641,3.6678,0.037781,0.1139,66.604,5.4801,3.8648,0.07203999999999999,0.76382,8.5269,0.8658100000000001,0.09431599800000001,1.1997,0.056948,0.097065002,165.03,110.19,0.6281800000000001,3.0263,60.556000000000004,0.043507,0.056960002,2.7755,0.12623,0.18248,1.6316,1.7206,1724.3,0.09431599800000001,0.087815,0.88976997,0.05457000000000001,6.6552,3.3125,60.321999,6.0508,1.5179
764,0.19852999999999998,0.3352,0.46555,2.9377,81.08499999999998,0.016457,0.263,1.9833,1.9286,0.6648,0.26679,1.0946,0.15625,0.263,406.0,0.8990100000000001,2.9833,0.263,0.13637,17.597,2.9602,0.23683,0.10294,0.35836,0.6564800000000001,0.70667,62.468,1.5825,3.8760000000000003,0.12937,0.13833,51.909,7.0316,5.04,0.2392,1.9286,11.515,0.71802,0.12403,0.35957,0.040604,0.1228,117.23,99.63200400000001,2.1351,2.5507,20.089000000000002,0.19848,0.10290999999999999,2.1056,0.24026,0.14222,2.2598,2.4407,3498.8999,0.12403,0.29863,0.86669999,0.080057,20.741999999999997,3.6635,45.471001,8.0272,6.5556
3258,-0.07105800000000001,1.1304,-0.44183,0.60915,-64.708,-0.63866,-0.074626,-0.17705,1.0028,-0.20015,-0.074626,-0.06601699999999999,0.046418,-0.074626,1965.8,0.18567999999999998,0.8846299999999999,-0.074626,-0.016503001,23.666,1.0079,-0.025226,-0.015714001000000002,-0.63639,-0.20015,0.18884,-0.05594400000000001,-1.4188,4.1777,0.19216,-0.016503001,91.50399999999999,3.9889,-0.022316,-0.025226,4.5680000000000005,,-0.20015,-0.0055789999,0.25286,0.14332999999999999,-0.0055789999,32.509997999999996,8.843999900000002,-0.24236,0.34978000000000004,23.733,-0.30975,-0.068499997,0.60915,1.1304,0.2507,-0.6427,-0.6427,-6652.0,0.002816,0.35503,0.99717999,0.0,15.423,41.271,91.246002,4.0002,14.520999999999999
